"","year","state","st","gov_name","term_in_office","gov_party","term_length","limit_type","lame_duck_last_term","gub_election","gov_pres_same_elect_year","gov_pres_same_party","unemployment","state_cpi","gross_state_product","change_gsp","electoral_competitiveness","citizen_ideology","state_ideology","stimson_mood","gub_dem_vote_prop","stimson_mood.1","votes_for_runnerup","votes_for_winner","total_gub_votes","winner_vote_proportion","runnerup_vote_proportion","diff_vote_proportion","mean_gub_approve","mean_gub_disapprove","Republican_Popular_Vote","Democrat_Popular_Vote","Third_Party_Popular_Vote","total_popular_votes","Republican_Popular_Vote_Proportion","Democrat_Popular_Vote_Proportion","Third_Party_Popular_Vote_Proportion","mean_pres_approve","mean_pres_disapprove","pres_party"
"184",1999,"Florida","FL","Bush, Jeb",1,0,4,2,0,0,0,1,4.45000005,0.751545265,493461,0.0624589461632394,0.8327017575,46.76092525,-0.10235175,37.276,0.44729999,37.276,2201427,2856845,5100581,0.5601,0.431603184029427,0.128496815970573,0.562166666666667,0.341541666666667,2912790,2912253,97488,5963110,0.488,0.488,0.016,0.609166666666667,0.3675,1
"185",2003,"Florida","FL","Bush, Jeb",2,0,4,2,1,0,0,0,4.15624995,0.84635949,651364.5,0.0804340364041641,0.78058426,45.40712475,-0.1435534975,38.04425075,0.43520001,38.04425075,2178289,2519845,4829270,0.5218,0.451059683968799,0.0707403160312015,0.550412698412699,0.402761904761905,3964522,3583544,NA,7609810,0.521,0.471,NA,0.470035714285714,0.480303571428571,0
"186",2007,"Florida","FL","Crist, Charlie",1,0,4,2,0,0,0,0,7.93333333333333,0.96153,746964.75,0.00626547987218315,0.786920265,53.459675,-0.15253925025,35.2560005,0.46360001,35.2560005,2557785,2619335,5359735,0.4887,0.477222288042226,0.011477711957774,0.632333333333333,0.249944444444444,4045624,4282074,NA,8390744,0.482,0.51,NA,0.407247863247863,0.523270655270655,0
"187",2011,"Florida","FL","Scott, Rick",1,0,4,2,0,0,0,0,7.99375,NA,NA,NA,NA,43.7657676666667,-0.116714,NA,NA,NA,2801198,2865343,5951561,0.4814,0.470666099196496,0.0107339008035035,NA,NA,4163447,4237756,NA,8474179,0.491,0.5,NA,NA,NA,1
"188",2015,"Florida","FL","Scott, Rick",2,0,4,2,1,0,0,0,4.80555555555556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4617886,4504975,207043,9420039,0.49,0.478,0.022,NA,NA,1
"189",1950,"Georgia","GA","Talmadge, Herman E.",1,1,4,1,1,1,0,0,NA,NA,NA,NA,0.50442381,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,198961,456823,NA,655785,0.303,0.697,NA,NA,NA,1
"190",1955,"Georgia","GA","Griffin, S. Marvin",1,1,4,1,1,0,0,1,NA,NA,NA,NA,0.507830755,NA,NA,43.3539986666667,1,43.3539986666667,NA,NA,NA,NA,NA,NA,NA,NA,222778,444688,NA,669655,0.333,0.664,NA,NA,NA,0
"191",1959,"Georgia","GA","Vandiver, S. Ernest Jr.",1,1,4,1,1,0,0,1,NA,0.0858909983333333,NA,NA,0.507954255,19.8978,NA,54.95324975,1,54.95324975,NA,NA,NA,NA,NA,NA,NA,NA,274472,458638,NA,733349,0.374,0.625,NA,NA,NA,0
"192",1963,"Georgia","GA","Sanders, Carl Edward",1,1,4,1,1,0,0,0,NA,0.10144,11974.5,0.102028388272845,0.537592245,28.5051255,NA,51.0007505,1,51.0007505,NA,NA,NA,NA,NA,NA,0.56,0.4,616584,522556,NA,1139335,0.541,0.459,NA,0.335563909774436,0.528082706766917,1
"193",1967,"Georgia","GA","Maddox, Lester G.",1,1,4,1,1,0,0,0,NA,0.1344487475,17145.5,0.0884361797483511,0.6607672575,12.5273226,NA,49.078,0.49829999,49.078,424983,620419,1046663,0.5928,0.40603613579538,0.18676386420462,NA,NA,380111,334440,535550,1250266,0.304,0.267,0.428,NA,NA,1
"194",1971,"Georgia","GA","Carter, Jimmy",1,1,4,1,1,0,0,1,NA,0.1824439975,26196,0.119493902734663,0.6672835075,21.544762175,NA,46.769,0.59350002,46.769,289113,646777,936438,0.6907,0.308736937202463,0.381963062797537,NA,NA,881496,289529,NA,1174772,0.75,0.246,NA,NA,NA,0
"195",1975,"Georgia","GA","Busbee, George",1,1,4,1,1,0,0,1,7.325000175,0.2546592475,38839.75,0.110756997352973,0.636766255,22.3889245,-0.140468333666667,43.55450075,0.6911,43.55450075,NA,NA,NA,NA,NA,NA,NA,NA,483743,979409,NA,1467458,0.33,0.667,NA,NA,NA,0
"196",1979,"Georgia","GA","Busbee, George",2,1,4,2,1,0,0,0,6.425000075,0.370477,59995.25,0.103794477651108,0.609465495,24.61855,-0.17476549725,42.14524925,0.80659997,42.14524925,434496,734092,1169043,0.6279,0.371668108016557,0.256231891983443,0.64,0.3,654168,890733,36055,1596695,0.41,0.558,0.023,NA,NA,1
"197",1983,"Georgia","GA","Harris, Joe Frank",1,1,4,2,0,0,0,1,6.475000025,0.4579737575,92879,0.121158070384478,0.6508240125,27.6784495,-0.176088245,38.3579995,0.62819999,38.3579995,346512,828465,1175114,0.705,0.294875220616893,0.410124779383107,NA,NA,1068722,706628,NA,1776120,0.602,0.398,NA,NA,NA,0
"198",1987,"Georgia","GA","Harris, Joe Frank",2,1,4,2,1,0,0,1,5.550000075,0.5327429975,129509.5,0.0681309235028419,0.667184265,37.4795745,-0.1901905,39.67825025,0.7051,39.67825025,645625,766662,1449682,0.5288,0.44535629193161,0.0834437080683902,0.52,0.29,1081331,714792,NA,1809672,0.598,0.395,NA,NA,NA,0
"199",1991,"Georgia","GA","Miller, Zell",1,1,4,2,0,0,0,1,5.725000025,0.6134922475,166869.25,0.0753654846151207,0.723596735,38.16734975,-0.2057949975,37.39849975,0.54290003,37.39849975,756371,788926,1545328,0.5105,0.489456607270431,0.0210433927295693,0.505166666666667,0.397833333333333,995252,1008966,309657,2321125,0.429,0.435,0.133,0.364,0.586,0
"200",1995,"Georgia","GA","Miller, Zell",2,1,4,2,1,0,0,0,4.474999925,0.686414735,228714.75,0.0785605086371144,0.803275495,40.31567575,-0.2222855025,29.4065,0.51050001,29.4065,790201,941076,1792808,0.5249,0.44076164318767,0.0841383568123302,0.673263888888889,0.31,1080843,1053849,146337,2299071,0.47,0.458,0.064,0.487648809523809,0.457916666666666,1
"201",1999,"Georgia","GA","Barnes, Roy",1,1,4,2,0,0,0,0,4.199999975,0.7622129925,297772.25,0.0544269748509328,0.831927255,40.4231985,-0.1483765025,33.92800025,0.54360002,33.92800025,NA,NA,NA,NA,NA,NA,0.629861111111111,0.4,1419720,1116230,13273,2596645,0.547,0.43,0.005,0.613194444444444,0.2675,1
"202",2003,"Georgia","GA","Perdue, Sonny",1,0,4,2,0,0,0,0,4.8624999,0.855821745,353114.5,0.0498071318684547,0.9217,39.070775,-0.2569285,36.635,0.4736,36.635,811049,1229724,2122258,0.5794,0.382163243111818,0.197236756888182,0.544210526315789,0.348771929824562,1914254,1366149,NA,3301875,0.58,0.414,NA,0.500833333333333,0.430975378787879,0
"203",2007,"Georgia","GA","Perdue, Sonny",2,0,4,2,1,0,0,0,7.80833333333334,0.96929699,400696.75,0.0142235728548321,0.807233005,44.02217375,-0.2710637425,38.59525,0.39739999,38.59525,1107011,1365832,2576161,0.5302,0.429713437941185,0.100486562058815,0.534714285714286,0.359809523809524,2048744,1844137,NA,3924440,0.522,0.47,NA,0.410619047619048,0.492460317460318,0
"204",2011,"Georgia","GA","Deal, Nathan",1,0,4,2,0,0,0,0,8.68124999999999,NA,NA,NA,NA,40.4982336666667,-0.25385901,NA,NA,NA,1144794,1345237,2550648,0.5274,0.448824769235112,0.078575230764888,NA,NA,2078688,1773827,NA,3900050,0.533,0.455,NA,NA,NA,1
"205",2015,"Georgia","GA","Deal, Nathan",2,0,4,2,1,0,0,0,5.35833333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2089104,1877963,125306,4092373,0.51,0.459,0.031,NA,NA,1
"206",1959,"Hawaii","HI","Quinn, William F.",1,0,NA,0,0,1,0,0,NA,0.135425003333333,NA,NA,0.9152005,74.6830316666667,NA,38.4916653333333,0.48769999,38.4916653333333,NA,NA,NA,NA,NA,NA,NA,NA,92295,92410,NA,184705,0.5,0.5,NA,NA,NA,0
"207",1963,"Hawaii","HI","Burns, John A.",1,1,4,0,0,0,0,0,NA,0.1537115,2724.25,0.095308422868086,0.7998172475,77.91672525,NA,60.3882505,0.58319998,60.3882505,NA,NA,NA,NA,NA,NA,NA,NA,44022,163249,NA,207271,0.212,0.788,NA,NA,NA,1
"208",1967,"Hawaii","HI","Burns, John A.",2,1,4,0,0,0,0,0,NA,0.1899922475,4026,0.115800187283975,0.7735539975,76.027176,NA,60.51275275,0.51059997,60.51275275,101249,137812,239061,0.5765,0.423527886188044,0.152972113811956,NA,NA,91425,141324,3469,236218,0.387,0.598,0.015,NA,NA,1
"209",1971,"Hawaii","HI","Burns, John A.",3,1,4,0,0,0,0,1,NA,0.2438130025,6077,0.103981955009304,0.7685125025,63.92955025,NA,44.28800025,0.5765,44.28800025,113388,136262,249650,0.5458,0.454187863008212,0.0916121369917884,NA,NA,168865,101409,NA,270274,0.625,0.375,NA,NA,NA,0
"210",1975,"Hawaii","HI","Ariyoshi, George R.",1,1,4,0,0,0,0,1,8.25,0.331179745,9162,0.101931147296351,0.752519505,57.94177525,NA,40.29150025,0.54579997,40.29150025,124610,153394,281587,0.5447,0.442527531455642,0.102172468544357,NA,NA,140003,147375,NA,291301,0.481,0.506,NA,NA,NA,0
"211",1979,"Hawaii","HI","Ariyoshi, George R.",2,1,4,2,0,0,0,0,5.850000025,0.4865927475,13907.25,0.106533452389102,0.7331702425,61.3140735,NA,39.37849975,0.55180001,39.37849975,89303,141043,311853,0.4523,0.286362484888714,0.165937515111286,NA,NA,130112,135879,32021,303287,0.429,0.448,0.106,NA,NA,1
"212",1983,"Hawaii","HI","Ariyoshi, George R.",3,1,4,2,1,0,0,1,5.625,0.5818804975,19887.75,0.092724308272622,0.69808349,70.52657525,NA,46.982751,0.63380003,46.982751,160460,173655,334115,0.5197,0.480253804827679,0.0394461951723208,NA,NA,185050,147154,NA,335846,0.551,0.438,NA,NA,NA,0
"213",1987,"Hawaii","HI","Waihee, John",1,1,4,2,0,0,0,1,3.099999975,0.6916897575,28258.25,0.0973855091016684,0.69870551,72.32704925,NA,52.3029995,0.51969999,52.3029995,131310,203491,340132,0.5983,0.386056001787541,0.212243998212459,0.64,0.35,158625,192364,NA,354461,0.448,0.543,NA,NA,NA,0
"214",1991,"Hawaii","HI","Waihee, John",2,1,4,2,1,0,0,1,4.399999925,0.8148727575,36153.25,0.0355874090780028,0.6590232575,77.74355125,NA,45.6725005,0.60780001,45.6725005,113158,134978,369013,0.3658,0.306650443209318,0.0591495567906821,0.44,0.55,136822,179310,53003,372842,0.367,0.481,0.142,0.55,0.45,0
"215",1995,"Hawaii","HI","Cayetano, Benjamin J.",1,1,4,2,0,0,0,0,6.125,0.87188874,37938.75,0.00408972419453615,0.67202401,78.2616025,0.001734999,33.61425025,0.5557,33.61425025,198952,204206,407556,0.5011,0.488158682487805,0.0129413175121946,0.36625,0.577916666666667,113943,205012,27358,360120,0.316,0.569,0.076,0.488333333333333,0.508333333333333,1
"216",1999,"Hawaii","HI","Cayetano, Benjamin J.",2,1,4,2,1,0,0,0,4.67499995,0.9593047575,41924.25,0.0415654807388648,0.7248077375,76.26379775,-0.106131248,36.09724975,0.50650001,36.09724975,179647,197009,382110,0.5156,0.470144722723823,0.0454552772761771,0.42,0.578333333333333,137845,205286,21623,367951,0.375,0.558,0.059,0.65,0.31,1
"217",2003,"Hawaii","HI","Lingle, Linda",1,0,4,2,0,0,0,0,4.03000006,1.22262798,56983.2,0.069365390203249,0.8368592,74.7606186,-0.0855192016,49.3834008,0.477,49.3834008,139514,219018.5,363439,0.60375,0.382353822783997,0.221396177216003,0.638184523809524,0.255833333333333,194191,231708,NA,429013,0.453,0.54,NA,0.394025974025974,0.548051948051948,0
"218",2007,"Hawaii","HI","Lingle, Linda",2,0,4,2,1,0,0,0,4.74166666666667,1.39482666666667,65253,0.0228554018675039,0.85919702,82.9974006666667,0.081938337,59.766,0.36109999,59.766,NA,NA,NA,NA,NA,NA,0.545,0.395,120566,325871,NA,453568,0.266,0.718,NA,0.68,0.26,0
"219",2011,"Hawaii","HI","Abercrombie, Neil",1,1,4,2,0,0,0,0,5.89722222222222,NA,NA,NA,NA,75.443532,-0.14880399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121015,306658,NA,434697,0.278,0.705,NA,NA,NA,1
"220",2014,"Hawaii","HI","Abercrombie, Neil",2,1,4,2,0,1,0,0,4.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,135775,181106,366210,0.4945,0.370757215805139,0.123742784194861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"221",2015,"Hawaii","HI","Ige, David",2,1,4,2,1,0,0,0,2.95833333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128847,266891,15954,428937,0.3,0.622,0.037,NA,NA,1
"222",1950,"Idaho","ID","Robins, C.A.",2,0,4,0,0,1,0,1,NA,NA,NA,NA,0.87619001,NA,NA,NA,0.47440001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"223",1951,"Idaho","ID","Jordan, Leonard B.",2,0,4,0,0,0,0,1,NA,NA,NA,NA,0.814747245,NA,NA,NA,0.47440001,NA,NA,NA,NA,NA,NA,NA,NA,NA,180707,95081,NA,276254,0.654,0.344,NA,NA,NA,1
"224",1955,"Idaho","ID","Smylie, Robert E.",2,0,4,0,0,0,0,0,NA,0.111427666666667,NA,NA,0.9177855025,49.9650333333333,NA,50.9987142857143,0.4576,50.9987142857143,NA,NA,NA,NA,NA,NA,NA,NA,164288,122360.5,NA,286719.5,0.575,0.425,NA,NA,NA,0
"225",1963,"Idaho","ID","Smylie, Robert E.",3,0,4,0,0,0,0,1,NA,0.12627925,8917.25,0.088290860957888,0.846657485,41.930675,NA,54.4782505,0.45359999,54.4782505,NA,NA,NA,NA,NA,NA,NA,NA,143557,148920,NA,292477,0.491,0.509,NA,NA,NA,1
"226",1967,"Idaho","ID","Samuelson, Don",2,0,4,0,0,0,0,1,NA,0.1560425025,11794.75,0.0617721069199853,0.841499,44.85802475,NA,43.9314995,0.4727,43.9314995,117108,128004,245112,0.5222,0.477773426025654,0.0444265739743464,NA,NA,165369,89273,36541,291183,0.568,0.307,0.125,NA,NA,1
"227",1971,"Idaho","ID","Andrus, Cecil D.",2,1,4,0,0,0,0,1,6.08999996,0.424185142857143,40714.9285714286,0.0842025963869154,0.937788151428571,34.1460642142857,-0.285390332444444,42.5409283571429,0.52219999,42.5409283571429,117343.666666667,206312.666666667,331196,0.638066666666667,0.340479910401397,0.297586756265269,0.6,0.385,215015.25,122915,130395,386390,0.569,0.318,0.27,0.3,0.686666666666667,0
"228",1977,"Idaho","ID","Evans, John V.",0,1,4,0,0,0,0,0,5.79999995,0.29856199,28887,0.122141841820335,0.992700515,35.5357,-0.451072005,42.7574995,0.72820002,42.7574995,114149,169540,288566,0.5875,0.395573283061761,0.191926716938239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"229",1979,"Idaho","ID","Evans, John V.",2,1,4,0,0,0,0,0,8.0749999875,0.43211037375,38505.125,0.0444222911523079,0.92716387625,25.502225,-0.3603627525,37.613125375,0.59759998,37.613125375,175475.5,179397,356974,0.50285,0.491720424965356,0.0111295750346442,0.59,0.38,294111,109351,27058,424287.5,0.6945,0.258,0.062,NA,NA,1
"230",1995,"Idaho","ID","Batt, Philip E.",1,0,4,0,0,0,0,1,5.225,0.6842309975,79389.25,0.0455853083155948,0.74833949,20.862575,-0.2167814975,28.22599975,0.45629999,28.22599975,110815,258095,381248,0.677,0.290663819875776,0.386336180124224,0.501666666666666,0.438333333333334,256595,165443,62518,491719,0.522,0.336,0.127,0.2975,0.7025,1
"231",1999,"Idaho","ID","Kempthorne, Dirk",1,0,4,0,0,0,0,1,5.225000025,0.773622245,93298,0.0415685109419453,0.653117255,20.3779,-0.25965175,30.40250075,0.30039999,30.40250075,171711,231566,411477,0.5628,0.417304004841097,0.145495995158903,0.43,0.55,336937,138637,12292,501621,0.672,0.276,0.025,0.4,0.57,1
"232",2003,"Idaho","ID","Kempthorne, Dirk",2,0,4,0,0,0,0,0,4.55208340833333,0.89707449,116274.5,0.0602526961074227,0.695460245,24.480975,-0.270150245,37.38350025,0.4258,37.38350025,198845,237437,450832,0.5267,0.441062302587217,0.0856376974127835,0.56375,0.32375,409235,181098,NA,598447,0.684,0.303,NA,0.555,0.415059523809523,0
"233",2007,"Idaho","ID","Otter, C. L. """"""""Butch""""""""",1,0,4,0,0,0,0,0,6.47083333333333,1.0208562825,137032.25,0.0355498671890475,0.7223884925,28.83039975,-0.212668745,40.90600025,0.4558,40.90600025,148680,267483,452535,0.5911,0.328549172992144,0.262550827007856,0.47,0.35,403012,236440,NA,655032,0.615,0.361,NA,0.44,0.515,0
"234",2011,"Idaho","ID","Otter, C. L. """"""""Butch""""""""",2,0,4,0,0,0,0,0,6.625,NA,NA,NA,NA,25.221833,-0.15686899,NA,NA,NA,169556,235405,439830,0.5352,0.385503489984767,0.149696510015233,NA,NA,420911,212787,NA,652274,0.645,0.326,NA,NA,NA,1
"235",2015,"Idaho","ID","Otter, C. L. """"""""Butch""""""""",3,0,4,0,0,0,0,0,3.72222222222222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,409055,189765,28331,690255,0.593,0.275,0.041,NA,NA,1
"236",1950,"Illinois","IL","Stevensn II, Adlai",1,1,4,0,0,0,0,0,NA,NA,NA,NA,0.951394656666667,NA,NA,NA,0.57279998,NA,NA,NA,NA,NA,NA,NA,NA,NA,2457327,2013920,NA,4481058,0.548,0.449,NA,NA,NA,1
"237",1953,"Illinois","IL","Stratton, William G.",1,0,4,0,0,0,0,0,NA,NA,NA,NA,0.8432794925,NA,NA,51.418999,0.47420001,51.418999,NA,NA,NA,NA,NA,NA,NA,NA,2623327,1775682,NA,4407407,0.595,0.403,NA,NA,NA,0
"238",1957,"Illinois","IL","Stratton, William G.",2,0,4,0,0,0,0,0,NA,0.117899,NA,NA,0.8874122375,58.5965,NA,50.5842495,0.4957,50.5842495,NA,NA,NA,NA,NA,NA,NA,NA,2368988,2377846,NA,4757409,0.498,0.5,NA,NA,NA,0
"239",1961,"Illinois","IL","Kerner, Otto",1,1,4,0,0,0,0,0,NA,0.1230844975,1893.5,0.0570342205323193,0.99519825,53.7952005,NA,53.37725075,0.55620003,53.37725075,NA,NA,NA,NA,NA,NA,0.32,0.52,1905946,2796833,NA,4702841,0.405,0.595,NA,0.6,0.35,1
"240",1965,"Illinois","IL","Kerner, Otto",2,1,4,0,0,0,0,0,NA,0.141909,2268.33333333333,0.0636172937881639,0.993826013333333,46.592767,NA,58.984,0.51920003,58.984,NA,NA,NA,NA,NA,NA,0.61,0.34,NA,NA,NA,NA,NA,NA,NA,0.368,0.528,1
"241",1968,"Illinois","IL","Kerner, Otto followed by Samuel H. Shapiro",0,1,4,0,0,1,0,0,NA,0.158712,2497,0.0693790149892934,0.93880701,59.743698,NA,57.122002,0.48649999,57.122002,2179501,2307295,4506000,0.512,0.483688637372392,0.0283113626276076,NA,NA,2174774,2039814,390958,4619749,0.471,0.442,0.085,NA,NA,1
"242",1969,"Illinois","IL","Ogilvie, Richard B.",1,0,4,0,0,0,0,0,NA,0.1870847475,3200.75,0.109048387106404,0.91192925,50.32732475,NA,50.29450025,0.48649999,50.29450025,2293809,2371301,4678802,0.5068,0.490255625264758,0.0165443747352421,NA,NA,2788179,1913472,NA,4723236,0.59,0.405,NA,NA,NA,0
"243",1973,"Illinois","IL","Walker, Daniel",1,1,4,0,0,0,0,1,6.79999995,0.2546385025,5523.25,0.149921910164207,0.9506197425,53.20765025,-0.083940998,43.6115005,0.50830001,43.6115005,1606989,3000395,4635728,0.6472,0.34665299603428,0.30054700396572,NA,NA,2364269,2271295,NA,4718914,0.501,0.481,NA,NA,NA,0
"244",1977,"Illinois","IL","Thompson, James R.",1,0,2,0,0,0,0,1,6.14999985,0.3210005,7828,0.13297148699353,0.947218505,48.09655,-0.114662,41.25,0.3488,41.25,1263134,1859684,3150095,0.5904,0.400982827502028,0.189417172497972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"245",1979,"Illinois","IL","Thompson, James R.",2,0,4,0,0,0,0,1,8.40000005,0.4297687575,10142,0.0611618859732256,0.98691225,48.7339495,-0.14414824725,38.423249,0.40450001,38.423249,1811027,1816101,3673681,0.4944,0.492973396438069,0.00142660356193142,0.58,0.35,2358049,1981413,346754,4749721,0.496,0.417,0.073,NA,NA,1
"246",1983,"Illinois","IL","Thompson, James R.",3,0,4,0,0,0,0,0,9.4000002,0.5167149975,12671,0.0551369043125617,0.985511495,52.7183245,-0.116876,42.06975,0.4993,42.06975,1256626,1655849,3143978,0.5267,0.399693000396313,0.127006999603687,0.473333333333333,0.351666666666667,2707103,2086499,NA,4819088,0.562,0.433,NA,0.57,0.155,0
"247",1987,"Illinois","IL","Thompson, James R.",4,0,4,0,0,0,0,0,6.600000025,0.596892745,16048.5,0.0804507628505314,0.950981245,54.21627525,-0.11072049675,44.47225,0.112,44.47225,1569217,1653126,3257410,0.5075,0.481737638184938,0.0257623618150616,0.39,0.54375,2310939,2215940,NA,4559120,0.507,0.486,NA,0.5,0.395,0
"248",1991,"Illinois","IL","Edgar, Jim",1,0,4,0,0,0,0,0,6.92499995,0.691320495,22009.75,0.0907720985557017,0.9803825,51.72547525,-0.09243600175,42.51025,0.48699999,42.51025,1069850,1984318,3106566,0.6387,0.344383476803648,0.294316523196352,0.49,0.379666666666667,1734096,2453350,840515,5050157,0.343,0.486,0.166,0.394583333333334,0.575,0
"249",1995,"Illinois","IL","Edgar, Jim",2,0,4,0,0,0,0,1,4.83333333333333,0.7748490125,28611.75,0.0390040061682625,0.9048314975,53.7094745,-0.098143002,34.121501,0.35030001,34.121501,1594191,1714094,3358705,0.5103,0.474644543060495,0.0356554569395049,0.594166666666667,0.23625,1587021,2341744,346408,4311391,0.368,0.543,0.08,0.51075,0.415222222222222,1
"250",1999,"Illinois","IL","Ryan, George",1,0,4,0,0,0,0,1,5.1500001,0.86040199,35695.75,0.0632959694863697,0.97878325,56.64377475,-0.06371849975,37.39375075,0.48190001,37.39375075,1594960,1847040,3538891,0.5219,0.450694864577632,0.0712051354223682,0.395,0.418888888888889,2019421,2589026,103759,4742123,0.426,0.546,0.022,0.592916666666667,0.248333333333333,1
"251",2003,"Illinois","IL","Blagojevich, Rod R.",1,1,4,0,0,0,0,1,5.762499925,0.9608577425,45670.75,0.076699636430085,0.870569245,59.678775,-0.0406857475,39.75275025,0.53659999,39.75275025,1369315,1736731,3487989,0.4979,0.392580079811031,0.105319920188969,0.4675,0.452222222222222,2345946,2891550,NA,5274322,0.445,0.548,NA,0.383134615384615,0.557548076923077,0
"252",2007,"Illinois","IL","Blagojevich, Rod R.",2,1,4,0,0,0,0,1,5.63333333333333,1.04848505,54778,0.0457686900332862,0.824143975,68.3968505,-0.0859840045,43.0319995,0.55909997,43.0319995,NA,NA,NA,NA,NA,NA,0.2775,0.6525,2031527,3419673,NA,5523051,0.368,0.619,NA,0.28,0.675,0
"253",2009,"Illinois","IL","Quinn, Patrick",0,1,4,0,0,0,0,0,10.2833333333333,1.07356,54548,0.00248383608641275,0.812670025,60.0928495,-0.0900904995,41.7665005,0.55909997,41.7665005,1713385,1745219,3729989,0.4679,0.459353901579871,0.00854609842012938,0.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"254",2011,"Illinois","IL","Quinn, Patrick",1,1,4,0,0,0,0,0,8.70625,NA,NA,NA,NA,57.2545673333333,-0.157508,NA,NA,NA,1681343,1823627,3627690,0.5027,0.463474828334284,0.0392251716657157,NA,NA,2135216,3019512,NA,5242014,0.407,0.576,NA,NA,NA,1
"255",2015,"Illinois","IL","Rauner, Bruce",1,0,4,0,0,0,0,0,5.58611111111111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2146015,3090729,209596,5536424,0.388,0.558,0.038,NA,NA,1
"256",1950,"Indiana","IN","Schricker, Henry F.",2,1,4,1,1,0,0,0,NA,NA,NA,NA,0.94335399,NA,NA,NA,0.54259998,NA,NA,NA,NA,NA,NA,NA,NA,NA,1136259,801530,NA,1955049,0.581,0.41,NA,NA,NA,1
"257",1953,"Indiana","IN","Craig, George N.",1,0,4,1,1,0,0,0,NA,NA,NA,NA,0.7791967525,NA,NA,49.578999,0.4391,49.578999,NA,NA,NA,NA,NA,NA,NA,NA,1182811,783908,NA,1974607,0.599,0.397,NA,NA,NA,0
"258",1957,"Indiana","IN","Handley, Harold W.",1,0,4,1,1,0,0,0,NA,0.112373,NA,NA,0.8640939875,57.1581,NA,47.87325025,0.44159999,47.87325025,NA,NA,NA,NA,NA,NA,0.33,0.52,1175120,952358,NA,2135360,0.55,0.446,NA,NA,NA,0
"259",1961,"Indiana","IN","Welsh, Matthew E.",1,1,4,1,1,0,0,0,NA,0.11859925,40996,0.0750113883686794,0.9774329975,50.29790025,NA,52.42150025,0.50550002,52.42150025,NA,NA,NA,NA,NA,NA,0.334705882352941,0.438235294117647,911118,1170848,NA,2091606,0.436,0.56,NA,0.56,0.4,1
"260",1965,"Indiana","IN","Branigin, Roger D.",1,1,4,1,1,0,0,0,NA,0.1420407475,51390.25,0.0732734936912814,0.90557949,41.49382575,NA,53.13475025,0.56370002,53.13475025,965816,1080262,2049063,0.5272,0.471345195340504,0.0558548046594956,0.66,0.24,1067885,806659,243108,2123597,0.503,0.38,0.114,0.63,0.35,1
"261",1969,"Indiana","IN","Whitcomb, Edgar E.",1,0,4,1,1,0,0,0,NA,0.1800392475,66120.75,0.0690144791700934,0.8300485025,47.49984925,NA,46.36849975,0.472,46.36849975,900489,1203903,2120847,0.5677,0.424589326811411,0.143110673188589,NA,NA,1405154,708568,NA,2125529,0.661,0.333,NA,NA,NA,0
"262",1973,"Indiana","IN","Bowen, Otis R.",1,0,4,2,0,0,0,0,7.35000015,0.2453074975,92513.75,0.0928214785447204,0.8685655,47.93995025,-0.074219003,41.55299975,0.428,41.55299975,927243,1236555,2175324,0.5684,0.426255123374725,0.142144876625275,NA,NA,1183958,1014714,NA,2220362,0.533,0.457,NA,NA,NA,0
"263",1977,"Indiana","IN","Bowen, Otis R.",2,0,4,2,1,0,0,1,6.850000025,0.3434972475,131929,0.0853167465067871,0.92545149,39.5597505,-0.17474025,37.6169995,0.4262,37.6169995,913116,1257383,2178403,0.5772,0.419167619581868,0.158032380418132,NA,NA,1255656,844197,111639,2242033,0.56,0.377,0.05,NA,NA,1
"264",1981,"Indiana","IN","Orr, Robert D.",1,0,4,2,0,0,0,0,10.4250001,0.46485375,172819.75,0.0759665808827447,0.7948295,44.75322525,-0.150567003,37.9020005,0.42050001,37.9020005,1036922,1146497,2197988,0.5216,0.471759627441096,0.0498403725589038,0.37,0.63,1377230,841481,NA,2233069,0.617,0.377,NA,0.36,0.64,0
"265",1985,"Indiana","IN","Orr, Robert D.",2,0,4,2,1,0,0,0,6.95000005,0.528660505,227096,0.067536155856412,0.8323014975,45.2451755,-0.17803225,39.64550125,0.4745,39.64550125,1002207,1138574,2140781,0.5318,0.468150175099648,0.0636498249003518,0.46,0.54,1297763,860643,NA,2168621,0.598,0.397,NA,0.595,0.405,0
