"","year","state","st","gov_name","term_in_office","gov_party","term_length","limit_type","lame_duck_last_term","gub_election","gov_pres_same_elect_year","gov_pres_same_party","unemployment","state_cpi","gross_state_product","change_gsp","electoral_competitiveness","citizen_ideology","state_ideology","stimson_mood","gub_dem_vote_prop","stimson_mood.1","votes_for_runnerup","votes_for_winner","total_gub_votes","winner_vote_proportion","runnerup_vote_proportion","diff_vote_proportion","mean_gub_approve","mean_gub_disapprove","Republican_Popular_Vote","Democrat_Popular_Vote","Third_Party_Popular_Vote","total_popular_votes","Republican_Popular_Vote_Proportion","Democrat_Popular_Vote_Proportion","Third_Party_Popular_Vote_Proportion","mean_pres_approve","mean_pres_disapprove","pres_party"
"899",1975,"Texas","TX","Briscoe, Dolph",2,1,4,0,0,0,0,1,5.350000025,0.25072725,123014,0.149527685176051,0.6540300125,26.53749975,-0.211039663333333,41.34425075,0.6638,41.34425075,1166979,1183839,2369764,0.4996,0.492445239272771,0.00715476072722854,NA,NA,1953300,2082319,NA,4071884,0.48,0.511,NA,NA,NA,0
"900",1979,"Texas","TX","Clements, William P.",1,0,4,0,0,0,0,1,5.399999975,0.3692415025,220000.25,0.150639142901098,0.794153495,25.76354975,-0.2465557475,35.47824975,0.4964,35.47824975,1465937,1697870,3191091,0.5321,0.459384267010875,0.072715732989125,NA,NA,2510705,1881147,111613,4541636,0.553,0.414,0.025,NA,NA,1
"901",1983,"Texas","TX","White, Mark",1,1,4,0,0,0,0,1,7.449999925,0.447786255,289116.25,0.0337697928968755,0.7668892625,35.6529235,-0.235333745,40.836749,0.53649998,40.836749,1584515,1813779,3441460,0.527,0.46041941501572,0.0665805849842799,0.395,0.491111111111111,3433428,1949276,NA,5397571,0.636,0.361,NA,0.66,0.32,0
"902",1987,"Texas","TX","Clements, William P.",2,0,4,0,0,0,0,0,7.14999985,0.512681255,339229,0.0643399101262612,0.8703092625,36.7982495,-0.21034275,44.47225,0.46630001,44.47225,1826231,1925670,3892487,0.4947,0.469168169347772,0.0255318306522282,0.320833333333333,0.559166666666667,3036829,2352748,NA,5427410,0.56,0.433,NA,0.57625,0.370416666666667,0
"903",1991,"Texas","TX","Richards, Ann W.",1,1,4,0,0,0,0,1,6.875,0.5897589925,432435,0.0587354738410449,0.83167799,34.5308,-0.2105882475,40.02099975,0.51230001,40.02099975,2016928,2350994,4396242,0.5348,0.458784571004053,0.0760154289959469,0.555047619047619,0.385952380952381,2496071,2281815,1354781,6154018,0.406,0.371,0.22,0.397888888888889,0.520666666666667,0
"904",1995,"Texas","TX","Bush, George W.",1,0,4,0,0,0,0,1,5.26666673333333,0.655568745,574131.75,0.0747482044816185,0.9562650025,37.568125,-0.2125145075,29.24399975,0.46180001,29.24399975,1165444,2551454,3738483,0.6825,0.311742490202577,0.370757509797423,0.667625,0.2635,2736167,2459683,378537,5611644,0.488,0.438,0.067,0.443888888888889,0.613333333333334,1
"905",1999,"Texas","TX","Bush, George W.",2,0,4,0,0,0,0,1,4.39999985,0.705878525,702309.5,0.0746767667660917,0.9677375,40.619499,-0.194515495,29.3315,0.3136,29.3315,NA,NA,NA,NA,NA,NA,0.72,0.24,3799639,2433746,137994,6407637,0.593,0.38,0.022,0.545,0.52,1
"906",2001,"Texas","TX","Perry, Rick",0,0,4,0,0,0,0,0,5.5500002,0.743806515,775587,0.0352015987059509,0.935357005,43.070551,-0.2407375,36.4144995,0.3136,36.4144995,1819798,2632591,4553987,0.5781,0.399605444635657,0.178494555364343,0.532083333333333,0.23,NA,NA,NA,NA,NA,NA,NA,0.723333333333333,0.253333333333333,0
"907",2003,"Texas","TX","Perry, Rick",1,0,4,0,0,0,0,0,5.77500005,0.8117034875,951257.25,0.0882652694817161,0.8319225025,45.252226,-0.2415634975,35.81425,0.40869999,35.81425,1310337,1716792,4399116,0.3903,0.297863707162985,0.0924362928370155,0.440208333333333,0.470833333333333,4526917,2832704,NA,7410765,0.611,0.382,NA,0.535888888888889,0.436611111111111,0
"908",2007,"Texas","TX","Perry, Rick",2,0,4,0,0,0,0,0,6.2,0.9186469925,1150000,0.0246212121212121,0.8140137325,44.9565,-0.2429377475,36.41349975,0.43290001,36.41349975,2106395,2737481,4979870,0.5497,0.42298192523098,0.12671807476902,0.518333333333333,0.414166666666667,4479328,3528633,NA,8077795,0.555,0.437,NA,0.447460317460318,0.523333333333333,0
"909",2011,"Texas","TX","Perry, Rick",3,0,4,0,0,0,0,0,6.46458333333333,NA,NA,NA,NA,38.217833,-0.28130099,NA,NA,NA,1835596,2796547,4718268,0.5927,0.38904021560454,0.20365978439546,NA,NA,4569843,3308124,NA,7993851,0.572,0.414,NA,NA,NA,1
"910",2015,"Texas","TX","Abbott, Greg",1,0,4,0,0,0,0,0,4.44166666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4685047,3877868,283492,8969226,0.522,0.432,0.032,NA,NA,1
"911",1950,"Utah","UT","Lee, J. Bracken",1,0,4,0,0,0,0,1,NA,NA,NA,NA,0.97212134,NA,NA,NA,0.4501,NA,NA,NA,NA,NA,NA,NA,NA,NA,194190,135364,NA,329554,0.589,0.411,NA,NA,NA,1
"912",1953,"Utah","UT","Lee, J. Bracken",2,0,4,0,0,0,0,0,NA,NA,NA,NA,0.83954124,NA,NA,47.248001,0.44909999,47.248001,NA,NA,NA,NA,NA,NA,NA,NA,215631,118364,NA,333995,0.646,0.354,NA,NA,NA,0
"913",1957,"Utah","UT","Clyde, George Dewey",1,0,4,0,0,0,0,0,NA,0.111622,NA,NA,0.8899147375,50.920502,NA,48.97500025,0.46669999,48.97500025,NA,NA,NA,NA,NA,NA,NA,NA,205361,169248,NA,374709,0.548,0.452,NA,NA,NA,0
"914",1961,"Utah","UT","Clyde, George Dewey",2,0,4,0,0,0,0,1,NA,0.118596,3038,0.0266844563042028,0.968533755,46.59742475,NA,52.08725075,0.4734,52.08725075,NA,NA,NA,NA,NA,NA,0.45,0.53,181785,219628,NA,401413,0.453,0.547,NA,NA,NA,1
"915",1965,"Utah","UT","Rampton, Calvin L.",1,1,4,0,0,0,0,0,NA,0.137483,3457,0.0489330121535668,0.97912425,39.82332525,NA,57.31174975,0.56989998,57.31174975,131729,289283,421012,0.6871,0.312886568553865,0.374213431446135,NA,NA,238728,156665,26906,422568,0.565,0.311,0.064,NA,NA,1
"916",1969,"Utah","UT","Rampton, Calvin L.",2,1,4,0,0,0,0,1,NA,0.175431,4756,0.107726658102062,0.9557404975,45.9038495,NA,51.662749,0.68709999,51.662749,144449,331998,476447,0.6968,0.303179577161783,0.393620422838217,NA,NA,323643,126284,NA,478476,0.676,0.264,NA,NA,NA,0
"917",1973,"Utah","UT","Rampton, Calvin L.",3,1,4,0,0,0,0,1,6.25,0.2348345,7826.5,0.13509307249966,0.92642374,41.60265,-0.40830699,42.319249,0.69679999,42.319249,248027,280706,539649,0.5202,0.45960800446216,0.0605919955378403,NA,NA,337908,182110,NA,541198,0.624,0.336,NA,NA,NA,0
"918",1977,"Utah","UT","Matheson, Scott M.",1,1,4,0,0,0,0,0,4.90000005,0.3358390025,12849.75,0.132866634923093,0.9425502425,18.46214975,-0.17032825,40.09525,0.5309,40.09525,266578,330974,600019,0.5516,0.444282597717739,0.107317402282261,NA,NA,439687,124266,30284,604222,0.728,0.206,0.05,NA,NA,1
"919",1981,"Utah","UT","Matheson, Scott M.",2,1,4,0,0,0,0,1,7.54999995,0.4491742525,19396,0.0970813412933971,0.8731027575,26.06857475,-0.3189940025,37.27624875,0.5539,37.27624875,275669,351792,629619,0.5587,0.43783462697282,0.12086537302718,NA,NA,469105,155369,NA,629656,0.745,0.247,NA,NA,NA,0
"920",1985,"Utah","UT","Bangerter, Norman H.",1,0,4,0,0,0,0,0,5.800000075,0.50236175,25197.5,0.0545029791130497,0.7604467575,32.39202425,-0.14204999925,38.756999,0.4393,38.756999,249321,260462,649114,0.4013,0.384094319333738,0.017205680666262,NA,NA,428442,207343,NA,647008,0.662,0.32,NA,NA,NA,0
"921",1989,"Utah","UT","Bangerter, Norman H.",2,0,4,0,0,0,0,0,4.675000075,0.5839677425,32255,0.0684901697588764,0.7854617525,34.40767525,-0.235971,40.80449975,0.48910001,40.80449975,255753,321713,762549,0.4219,0.335392217418159,0.0865077825818407,NA,NA,322632,183429,203400,743999,0.434,0.247,0.273,NA,NA,0
"922",1993,"Utah","UT","Leavitt, Mike O.",2,0,4,0,0,0,0,1,3.56666666666667,0.66374467,45912.3333333333,0.0913601519300519,0.762381316666667,28.695367,-0.236846,34.073,0.35510001,34.073,NA,NA,NA,NA,NA,NA,0.8125,0.115,NA,NA,NA,NA,NA,NA,NA,0.36,0.44,1
"923",1995,"Utah","UT","Leavitt, Mike O.",1,0,4,3,0,0,0,1,3.15,0.681589515,49381,0.10514637015965,0.74761948,28.30085,-0.257796005,31.6205005,0.35510001,31.6205005,NA,NA,NA,NA,NA,NA,0.73,0.25,361911,221633,66461,665629,0.544,0.333,0.1,0.32,0.68,1
"924",1998,"Utah","UT","Leavitt, Mike O.",0,0,4,3,0,0,0,1,3.56666666666667,0.762050333333333,65083,0.0713486639689816,0.720728676666667,31.615866,-0.208912,29.359334,0.23720001,29.359334,321979,424837,761806,0.5577,0.422652223794509,0.135047776205491,0.78,0.1725,515096,203053,35850,770754,0.668,0.263,0.047,0.45,0.505,1
"925",2001,"Utah","UT","Leavitt, Mike O.",3,0,4,3,0,0,0,0,5.36666663333333,0.851393996666667,74920.3333333333,0.0384624392233247,0.74824236,30.6879,-0.26323634,35.501667,0.43110001,35.501667,NA,NA,NA,NA,NA,NA,0.75,0.23,NA,NA,NA,NA,NA,NA,NA,0.76,0.22,0
"926",2004,"Utah","UT","Walker, Olene S.",0,0,4,0,0,1,0,0,5.3000002,0.92747498,82616,0.0617794856636122,0.74205601,30.3946,-0.25607201,34.908001,0.41729999,34.908001,380359,531190,919960,0.5774,0.413451671811818,0.163948328188182,0.81,0.07,663742,241199,NA,927844,0.715,0.26,NA,0.7,0.29,0
"927",2005,"Utah","UT","Huntsman, Jon M. Jr.",1,0,4,0,0,0,0,0,3.30833333333333,1.0496955,103095.5,0.0802839242687421,0.7339662475,32.00777525,-0.303599,41.28399925,0.41729999,41.28399925,186503,734049,945525,0.7763,0.197248089685624,0.579051910314376,0.768541666666667,0.16911858974359,596030,327670,NA,952370,0.626,0.344,NA,0.569895833333333,0.40125,0
"928",2009,"Utah","UT","Huntsman, Jon M. Jr.",2,0,4,0,0,0,0,0,7.31666666666667,1.11206,111301,-0.00936334588306498,0.71645302,28.131001,-0.364198,40.872002,0.2026,40.872002,NA,NA,NA,NA,NA,NA,0.84,0.13,NA,NA,NA,NA,NA,NA,NA,0.456666666666667,0.463333333333333,1
"929",2010,"Utah","UT","Herbert, Gary",0,0,4,0,0,1,0,0,7.29166666666667,1.10579,114538,0.0290832966460319,0.70649201,27.51685,-0.314997005,39.437,0.33239999,39.437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"930",2012,"Utah","UT","Herbert, Gary",1,0,4,0,0,1,0,0,4.17166666666667,NA,NA,NA,NA,18.9699,NA,NA,NA,NA,300485.5,719721,1065779.5,0.67575,0.28161746270202,0.39413253729798,NA,NA,627915.5,281244.5,39608,1074435,0.5915,0.261,0.035,NA,NA,1
"931",2017,"Utah","UT","Herbert, Gary",2,0,4,0,0,0,0,0,3.25833333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"932",1950,"Vermont","VT","Arthur, Harold J.",2,0,2,0,0,1,0,1,NA,NA,NA,NA,0.62678599,NA,NA,NA,0.25510001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"933",1951,"Vermont","VT","Emerson, Lee E.",1,0,2,0,0,0,0,1,NA,NA,NA,NA,0.624455005,NA,NA,NA,0.25510001,NA,NA,NA,NA,NA,NA,NA,NA,NA,109717,43355,NA,153557,0.715,0.282,NA,NA,NA,1
"934",1953,"Vermont","VT","Emerson, Lee E.",2,0,2,0,0,0,0,0,NA,NA,NA,NA,0.63716,NA,NA,NA,0.4339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"935",1955,"Vermont","VT","Johnson, Joseph B.",1,0,2,0,0,0,0,0,NA,NA,NA,NA,0.682328495,NA,NA,44.807999,0.4772,44.807999,NA,NA,NA,NA,NA,NA,NA,NA,110390,42549,NA,152978,0.722,0.278,NA,NA,NA,0
"936",1957,"Vermont","VT","Johnson, Joseph B.",2,0,2,0,0,0,0,0,NA,NA,NA,NA,0.700863005,NA,NA,48.304501,0.42539999,48.304501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"937",1959,"Vermont","VT","Stafford, Robert T.",1,0,2,0,0,0,0,0,NA,0.13992301,NA,NA,0.71752799,57.915298,NA,47.4419995,0.4971,47.4419995,NA,NA,NA,NA,NA,NA,NA,NA,98131,69186,NA,167324,0.586,0.413,NA,NA,NA,0
"938",1961,"Vermont","VT","Keyser, Frank Ray Jr.",1,0,2,0,0,0,0,1,NA,0.144393995,NA,NA,0.745594505,65.086853,NA,51.7564985,0.4359,51.7564985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"939",1963,"Vermont","VT","Hoff, Philip H.",1,1,2,0,0,0,0,0,NA,0.149150505,12197.5,0.0882554357130629,0.82516551,67.8721005,NA,57.0505005,0.50559998,57.0505005,NA,NA,NA,NA,NA,NA,NA,NA,54942,108127,NA,163089,0.337,0.663,NA,NA,NA,1
"940",1965,"Vermont","VT","Hoff, Philip H.",2,1,2,0,0,0,0,0,NA,0.162957005,14285,0.0827762107693392,0.911785485,57.3824005,NA,64.6725005,0.64929998,64.6725005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"941",1967,"Vermont","VT","Hoff, Philip H.",3,1,2,0,0,0,0,0,NA,0.180668495,16809,0.0897627537327328,0.92478049,66.241251,NA,61.7859995,0.57740003,61.7859995,71656,89387,161089,0.5549,0.444822427353823,0.110077572646177,NA,NA,85142,70255,5104,161404,0.528,0.435,0.032,NA,NA,1
"942",1969,"Vermont","VT","Davis, Deane C.",1,0,2,0,0,0,0,0,NA,0.20556001,20343,0.0908650266195233,0.839693515,65.2825505,NA,53.2195,0.44490001,53.2195,66028,87458,153528,0.5697,0.430071387629618,0.139628612370382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"943",1971,"Vermont","VT","Davis, Deane C.",2,0,2,0,0,0,0,0,NA,0.2287855,24610.5,0.112866969773381,0.781989485,57.884199,NA,55.0804995,0.43020001,55.0804995,82491,104533,189237,0.5524,0.43591369552466,0.11648630447534,NA,NA,117149,68174,NA,186947,0.627,0.365,NA,NA,NA,0
"944",1973,"Vermont","VT","Salmon, Thomas P.",1,1,2,0,0,0,0,1,NA,0.263955995,30939,0.11551576581506,0.87377751,65.974449,NA,45.6380005,0.5589,45.6380005,53672,79842,141156,0.5656,0.380231800277707,0.185368199722293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"945",1975,"Vermont","VT","Salmon, Thomas P.",2,1,2,0,0,0,0,1,9.0499997,0.3078305,37320.5,0.104952841442375,0.962383,72.737698,-0.088373996,43.691,0.59799999,43.691,75262,99268,185929,0.5339,0.40478892480463,0.12911107519537,NA,NA,102085,80954,NA,187765,0.544,0.431,NA,NA,NA,0
"946",1977,"Vermont","VT","Snelling, Richard A.",1,0,2,0,0,0,0,1,6.3499999,0.350424005,45799,0.105748931118845,0.94144648,63.0080985,0.15675601,42.038,0.4312,42.038,42482,78181,124482,0.6281,0.341270223807458,0.286829776192542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"947",1979,"Vermont","VT","Snelling, Richard A.",2,0,2,0,0,0,0,1,5.75,0.4242595,56033.5,0.101227460976495,0.84843552,66.911301,-0.0820895,40.059,0.35210001,40.059,77363,123229,210381,0.5857,0.367728074303288,0.217971925696712,NA,NA,94628,81952,31761,213299,0.444,0.384,0.149,NA,NA,1
"948",1981,"Vermont","VT","Snelling, Richard A.",3,0,2,0,0,0,0,0,6.29999995,0.502358495,68822,0.103940276419319,0.808067975,65.9351005,-0.00835899999999999,39.8484995,0.38569999,39.8484995,74394,93111,169251,0.5501,0.43954836308205,0.11055163691795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"949",1983,"Vermont","VT","Snelling, Richard A.",4,0,2,0,0,0,0,0,6.04999995,0.543024985,84603.5,0.120801695016507,0.84973699,67.121151,-0.2256185,41.7915005,0.44409999,41.7915005,113264,116938,233753,0.5003,0.484545652890016,0.0157543471099836,NA,NA,135865,95730,NA,234561,0.579,0.408,NA,NA,NA,0
"950",1985,"Vermont","VT","Kunin, Madeleine M.",1,1,2,0,0,0,0,1,4.75,0.58578849,102657.5,0.0935460884422498,0.957038495,67.5216485,-0.0423970005,45.001501,0.50800002,45.001501,75162,92379,196716,0.4696,0.382083816263039,0.0875161837369609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"951",1987,"Vermont","VT","Kunin, Madeleine M.",2,1,2,0,0,0,0,1,3.19999995,0.63711101,122845.5,0.0923431566472203,0.88696051,81.7806015,-0.337572005,45.1519985,0.55140001,45.1519985,105191,134438,242879,0.5535,0.433100432725761,0.120399567274239,NA,NA,124331,115775,NA,243328,0.511,0.476,NA,NA,NA,0
"952",1989,"Vermont","VT","Kunin, Madeleine M.",3,1,2,0,0,0,0,1,4.35,0.698993,141316,0.0639195698634342,0.862856,67.810249,0.143827995,46.7269995,0.56099999,46.7269995,97321,109540,211422,0.5181,0.460316334156332,0.0577836658436681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"953",1991,"Vermont","VT","Snelling, Richard A. followed by Howard Dean",0,0.38082191,2,0,0,0,0,0,6.4000001,0.724832,151093,0.0422291354822688,0.93107402,76.992599,0.033241998,45.909,0.47049999,45.909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"954",1992,"Vermont","VT","Dean, Howard",0,1,2,0,0,1,0,1,6.5999999,0.742383,158990,0.0522658230361432,0.94685698,80.2024,-0.099206001,46.995998,0.76429999,46.995998,65837,213523,285728,0.7473,0.230418439914884,0.516881560085116,NA,NA,88122,133592,65991,289701,0.304,0.461,0.228,NA,NA,0
"955",1993,"Vermont","VT","Dean, Howard",1,1,2,0,0,0,0,0,5.04999995,0.76672751,172372.5,0.0552897309905317,0.95312199,78.3018535,-0.039154501,43.1219995,0.76429999,43.1219995,40292,145661,212046,0.6869,0.190015374022618,0.496884625977382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"956",1995,"Vermont","VT","Dean, Howard",2,1,2,0,0,0,0,0,4.34999995,0.802359015,191996,0.0568495304038256,0.905828505,75.421551,0.0159945,36.202501,0.78329998,36.202501,57161,179544,254648,0.7051,0.22447064182715,0.48062935817285,NA,NA,80352,137894,31024,258449,0.311,0.534,0.12,NA,NA,1
"957",1997,"Vermont","VT","Dean, Howard",3,1,2,0,0,0,0,0,3.70000005,0.83191949,218481.5,0.0683829026005512,0.836859015,67.0168495,0.102092,34.675001,0.75849998,34.675001,89726,121425,218120,0.5567,0.411360718870347,0.145339281129653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"958",1999,"Vermont","VT","Dean, Howard",4,1,2,0,0,0,0,0,2.95000005,0.88400102,252906,0.0771426983169348,0.826817005,71.271099,0.016098999,35.9940015,0.5751,35.9940015,111359,148059,293473,0.5045,0.379452283515008,0.125047716484992,NA,NA,119775,149022,20374,294308,0.407,0.506,0.069,NA,NA,1
"959",2001,"Vermont","VT","Dean, Howard",5,1,2,0,0,0,0,1,3.64999995,0.939792485,285426,0.053866371797362,0.92946252,87.6202015,0.115664,45.0720005,0.57069999,45.0720005,97565,103436,230161,0.4494,0.423898922927864,0.0255010770721364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"960",2003,"Vermont","VT","Douglas, Jim",1,0,2,0,0,0,0,0,4.14999995,0.998710505,318782,0.0651662982840255,0.978972495,82.2827495,0.015227001,46.7395,0.48539999,46.7395,117327,181540,309285,0.587,0.379349143993404,0.207650856006596,NA,NA,121180,184067,NA,312309,0.388,0.589,NA,NA,NA,0
"961",2005,"Vermont","VT","Douglas, Jim",2,0,2,0,0,0,0,0,3.5875,1.07678,365971,0.0663584921779599,0.958139505,91.535549,0.0152610005,45.6760005,0.3926,45.6760005,108090,148014,262524,0.5638,0.411733784339718,0.152066215660283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"962",2007,"Vermont","VT","Douglas, Jim",3,0,2,0,0,0,0,0,4.36666666666667,1.16975,396086,0.0363490808692215,0.933920025,84.8557015,0.2048684995,48.650999,0.42210001,48.650999,69791,170492,319085,0.5343,0.218722284030901,0.315577715969099,NA,NA,98974,219262,NA,325046,0.304,0.675,NA,NA,NA,0
"963",2009,"Vermont","VT","Douglas, Jim",4,0,2,0,0,0,0,0,6.325,1.208725,416796,0.0257783914754078,0.91185099,86.033802,0.0780215,48.394501,0.2897,48.394501,115212,119543,241605,0.4948,0.476860992115229,0.0179390078847705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"964",2011,"Vermont","VT","Shumlin, Peter",1,1,2,0,0,0,0,0,5.19583333333333,NA,NA,NA,NA,83.665249,-0.116162,NA,NA,NA,110940,170598,295261,0.5778,0.375735366336902,0.202064633663098,NA,NA,92698,199239,NA,299290,0.31,0.666,NA,NA,NA,1
"965",2013,"Vermont","VT","Shumlin, Peter",2,1,2,0,0,0,0,0,4.17916666666667,NA,NA,NA,NA,86.713799,NA,NA,NA,NA,87075,89509,193087,0.4636,0.450962519486035,0.0126374805139652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"966",2015,"Vermont","VT","Shumlin, Peter",3,1,2,0,0,0,0,0,3.40833333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,139253,166817,315295,0.5291,0.441659398341236,0.087440601658764,NA,NA,95369,178573,10078,315067,0.303,0.567,0.032,NA,NA,1
"967",2017,"Vermont","VT","Scott, Phil",1,0,2,0,0,0,0,0,3.00833333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"968",1950,"Virginia","VA","Battle, John S.",1,1,4,1,1,0,0,0,NA,NA,NA,NA,0.60477525,NA,NA,NA,0.71960002,NA,NA,NA,NA,NA,NA,NA,NA,NA,349037,268677,NA,619689,0.563,0.434,NA,NA,NA,1
"969",1954,"Virginia","VA","Stanley, Thomas B.",1,1,4,1,1,0,0,1,NA,NA,NA,NA,0.6363859925,NA,NA,43.9965,0.55320001,43.9965,NA,NA,NA,NA,NA,NA,NA,NA,386459,267760,NA,697978,0.554,0.384,NA,NA,NA,0
"970",1958,"Virginia","VA","Almond, James Lindsay Jr.",1,1,4,1,1,0,0,1,NA,0.0922825,NA,NA,0.62567501,8.29615995,NA,52.16724975,0.63410002,52.16724975,NA,NA,NA,NA,NA,NA,NA,NA,404521,362327,NA,771449,0.524,0.47,NA,NA,NA,0
"971",1962,"Virginia","VA","Harrison, Albertis, S. Jr.",1,1,4,1,1,0,0,0,NA,0.1029677485,1097,0.102970333619742,0.624856995,13.6583273,NA,54.050251,0.63849998,54.050251,NA,NA,NA,NA,NA,NA,0.65,0.27,481334,558038,NA,1042267,0.462,0.535,NA,NA,NA,1
"972",1966,"Virginia","VA","Godwin, Mills E. Jr.",1,1,4,1,1,0,0,0,NA,0.1309377475,1591.5,0.10571114356577,0.67445451,9.19594505,NA,53.48175025,0.55949998,53.48175025,415695,480869,915764,0.5251,0.453932454213094,0.0711675457869058,NA,NA,590319,442387,321833,1361491,0.434,0.325,0.236,NA,NA,1
"973",1970,"Virginia","VA","Holton, Linwood",1,0,4,1,1,0,0,0,NA,0.1767375,2219.75,0.0840963004612739,0.8349535025,11.292904825,NA,53.88000025,0.4632,53.88000025,510103,525075,1035495,0.5071,0.492617540403382,0.014482459596618,NA,NA,988493,438887,NA,1457019,0.678,0.301,NA,NA,NA,0
"974",1974,"Virginia","VA","Godwin, Mills E. Jr.",2,0,4,1,1,0,0,0,5.8666668,0.2483000025,2988.25,0.0784372376770919,0.940179005,16.6311303,-0.16419449,46.02750125,0,46.02750125,541319,699302,1250940,0.559,0.432729787200026,0.126270212799974,NA,NA,836554,813896,NA,1697094,0.493,0.48,NA,NA,NA,0
"975",1978,"Virginia","VA","Dalton, John",1,0,4,1,1,0,0,1,5.324999925,0.3559522425,4658.25,0.129257313282844,0.87421249,19.791129975,-0.18101400075,41.06599925,0.4373,41.06599925,659398,760384,1420638,0.5352,0.464156245292608,0.071043754707392,NA,NA,989609,752174,95418,1866032,0.53,0.403,0.051,NA,NA,1
"976",1982,"Virginia","VA","Robb, Charles S.",1,1,4,1,1,0,0,1,6.0999999,0.465028995,6610.75,0.0847696143824444,0.7785330125,23.69755025,-0.2122619975,43.1934995,0.53560001,43.1934995,601649,741438,1343240,0.552,0.447908787707334,0.104091212292666,0.73,0.2,1337078,796250,NA,2146635,0.623,0.371,NA,0.61,0.4,0
"977",1986,"Virginia","VA","Baliles, Gerald L.",1,1,4,1,1,0,0,1,4.25,0.5353889925,9676.25,0.102735528434305,0.7592057425,36.68545,-0.15938375,46.936,0.52960002,46.936,890195,896936,1789078,0.5013,0.497571933699928,0.00372806630007194,0.62,0.268333333333333,1309162,859799,NA,2191609,0.597,0.392,NA,0.5475,0.4125,0
"978",1990,"Virginia","VA","Wilder, L. Douglas",1,1,4,1,1,0,0,1,5.375000125,0.6226605025,12243,0.0406213623223676,0.8135592625,39.47999975,-0.212006755,45.5962495,0.50190002,45.5962495,733527,1045319,1793916,0.5827,0.408897072103711,0.173802927896289,0.35525,0.573416666666667,1150517,1038650,348639,2558665,0.45,0.406,0.136,0.508484848484848,0.390757575757576,0
"979",1994,"Virginia","VA","Allen, George F.",1,0,4,1,1,0,0,1,4.40000005,0.6917447625,14360.75,0.0392927152818585,0.9665589925,38.3756505,-0.1648817475,35.13524925,0.41240001,35.13524925,738971,969062,1736314,0.5581,0.425597558966869,0.132502441033131,0.602916666666667,0.379833333333333,1138350,1091060,159861,2416642,0.471,0.451,0.066,0.464708333333333,0.52,1
"980",1998,"Virginia","VA","Gilmore, Jame S. III",1,0,4,1,1,0,0,1,2.850000025,0.76380676,17437.25,0.0551729245188416,0.9407312425,44.9186485,-0.1567122525,34.61575,0.43259999,34.61575,887234,984177,1886721,0.5216,0.470251828436743,0.0513481715632571,0.520888888888889,0.372888888888889,1437490,1217290,59398,2739447,0.525,0.444,0.022,0.591666666666667,0.378333333333333,1
"981",2002,"Virginia","VA","Warner, Mark",1,1,4,1,1,0,0,1,3.918749975,0.854008005,21206.5,0.0487478893603632,0.9364142425,47.95194975,-0.122072249,40.98125075,0.52590001,40.98125075,912327,1025942,1983778,0.5172,0.459893697782716,0.0573063022172844,0.616,0.345,1716959,1454742,NA,3198367,0.537,0.455,NA,0.547037037037037,0.415185185185185,0
