"","year","state","st","gov_name","term_in_office","gov_party","term_length","limit_type","lame_duck_last_term","gub_election","gov_pres_same_elect_year","gov_pres_same_party","unemployment","state_cpi","gross_state_product","lagged_gsp","change_gsp","electoral_competitiveness","citizen_ideology","state_ideology","stimson_mood","gub_dem_vote_prop","votes_for_runnerup","votes_for_winner","total_gub_votes","winner_vote_proportion","runnerup_vote_proportion","diff_vote_proportion","mean_gub_approve","mean_gub_disapprove","Republican_Popular_Vote","Democrat_Popular_Vote","Third_Party_Popular_Vote","total_popular_votes","Republican_Popular_Vote_Proportion","Democrat_Popular_Vote_Proportion","Third_Party_Popular_Vote_Proportion","mean_pres_approve","mean_pres_disapprove","pres_party"
"2744",1991,"South Dakota","SD","Mickelson, George S.",2,0,4,2,1,0,0,0,3.4000001,0.64256901,13736,12770,0.0756460454189507,0.81155002,49.238899,-0.32234201,43.245998,0.41049999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2745",1992,"South Dakota","SD","Mickelson, George S.",2,0,4,2,1,0,0,0,3.0999999,0.66176999,14886,13736,0.0837216074548632,0.85172999,53.374802,-0.218784,42.804001,0.41049999,NA,NA,NA,NA,NA,NA,0.56,0.43,136718,124888,73295,336254,0.407,0.371,0.218,NA,NA,NA
"2746",1993,"South Dakota","SD","Mickelson, George S. followed by Walter D. Miller",0,0,4,2,1,0,0,1,3.5,0.67944402,16105,14886,0.0818890232433158,0.89191097,51.223,-0.47211999,41.450001,0.41049999,NA,NA,NA,NA,NA,NA,0.565,0.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2747",1994,"South Dakota","SD","Miller, Walter D.",0,0,4,2,0,1,0,1,3.3,0.69834,17330,16105,0.0760633343682087,0.890194,42.358002,-0.209646,37.050999,0.4226,126273,172515,311613,0.5536,0.405223787197582,0.148376212802418,0.59,0.41,NA,NA,NA,NA,NA,NA,NA,0.385,0.585,1
"2748",1995,"South Dakota","SD","Janklow, William J.",1,0,4,2,0,0,0,1,2.9,0.71668601,18054,17330,0.0417772648586268,0.88847703,50.377602,-0.287729,34.358002,0.4226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2749",1996,"South Dakota","SD","Janklow, William J.",1,0,4,2,0,0,0,1,3.2,0.74151599,19419,18054,0.0756065137919575,0.838341,42.851398,-0.327384,32.205002,0.4226,NA,NA,NA,NA,NA,NA,0.48,0.5,150543,139333,31250,323826,0.465,0.43,0.097,0.4,0.6,1
"2750",1997,"South Dakota","SD","Janklow, William J.",1,0,4,2,0,0,0,1,3.0999999,0.75938702,19618,19419,0.0102476955558988,0.78820401,42.1339,-0.181685,30.707001,0.4226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33,0.67,1
"2751",1998,"South Dakota","SD","Janklow, William J.",1,0,4,2,0,1,0,1,2.9000001,0.77315402,20978,19618,0.0693240901213172,0.77385098,44.051601,-0.244314,29.146,0.3391,85473,166621,260187,0.6404,0.328506036043307,0.311893963956693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2752",1999,"South Dakota","SD","Janklow, William J.",2,0,4,2,1,0,0,1,2.9000001,0.790838,22209,20978,0.0586805224520928,0.759498,47.0518,-0.345855,29.091999,0.3391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2753",2000,"South Dakota","SD","Janklow, William J.",2,0,4,2,1,0,0,1,2.3,0.818748,24009,22209,0.0810482236930974,0.74981499,39.043999,-0.313155,32.362,0.3391,NA,NA,NA,NA,NA,NA,NA,NA,190700,118804,NA,316269,0.603,0.376,0,0.52,0.46,1
"2754",2001,"South Dakota","SD","Janklow, William J.",2,0,4,2,1,0,0,0,3.3,0.841784,25177,24009,0.0486484235078513,0.74013197,53.983799,-0.20867001,36.008999,0.3391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2755",2002,"South Dakota","SD","Janklow, William J.",2,0,4,2,1,1,0,0,3.0999999,0.85547501,27576,25177,0.0952853795130477,0.74013102,46.334099,-0.27399501,35.755001,0.42480001,140263,189920,334559,0.5677,0.419247427210148,0.148452572789852,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7225,0.2625,0
"2756",2003,"South Dakota","SD","Rounds, Mike",1,0,4,2,0,0,0,0,3.5999999,0.87818199,28889,27576,0.0476138671308384,0.74013001,49.833698,-0.17275099,37.356998,0.42480001,NA,NA,NA,NA,NA,NA,0.69,0.19,NA,NA,NA,NA,NA,NA,NA,0.61,0.385,0
"2757",2004,"South Dakota","SD","Rounds, Mike",1,0,4,2,0,0,0,0,3.7,0.90269399,30588,28889,0.0588113122641836,0.74280798,49.196301,-0.185158,35.923,0.42480001,NA,NA,NA,NA,NA,NA,0.83,0.16,232584,149244,NA,388215,0.599,0.384,NA,NA,NA,NA
"2758",2005,"South Dakota","SD","Rounds, Mike",1,0,4,2,0,0,0,0,3.8,0.932459,31641,30588,0.0344252648097294,0.74548602,54.881901,-0.29899999,33.466999,0.42480001,NA,NA,NA,NA,NA,NA,0.72625,0.19625,NA,NA,NA,NA,NA,NA,NA,0.455714285714286,0.514285714285714,0
"2759",2006,"South Dakota","SD","Rounds, Mike",1,0,4,2,0,1,0,0,3.11666666666667,0.957214,32451,31641,0.0255996965961884,0.75183803,49.6082,-0.23648401,36.042999,0.36930001,121226,206990,335508,0.6169,0.361320743469604,0.255579256530396,0.65,0.309090909090909,NA,NA,NA,NA,NA,NA,NA,0.422727272727273,0.551818181818182,0
"2760",2007,"South Dakota","SD","Rounds, Mike",2,0,4,2,1,0,0,0,2.825,0.982153,35082,32451,0.0810760839419433,0.75819099,53.651402,-0.15453599,39.186001,0.36930001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2761",2008,"South Dakota","SD","Rounds, Mike",2,0,4,2,1,0,0,0,3.1,1.01809,38293,35082,0.0915284191323185,0.76633,55.885502,0.126856,38.588001,0.36930001,NA,NA,NA,NA,NA,NA,NA,NA,203054,170924,NA,381975,0.532,0.447,NA,NA,NA,NA
"2762",2009,"South Dakota","SD","Rounds, Mike",2,0,4,2,1,0,0,0,4.925,1.00653,38255,38293,-0.000992348470999938,0.774468,47.1213,-0.390861,37.412998,0.36930001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.545,0.37,1
"2763",2010,"South Dakota","SD","Rounds, Mike",2,0,4,2,1,1,0,0,4.975,1.03502,39893,38255,0.0428179322964319,0.75872499,38.754299,-0.38488901,36.700001,0.3849,122037,195046,317083,0.6151,0.384873991983172,0.230226008016828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2764",2011,"South Dakota","SD","Daugaard, Dennis",1,0,4,2,0,0,0,0,4.725,NA,NA,39893,NA,NA,46.227699,-0.050988998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2765",2012,"South Dakota","SD","Daugaard, Dennis",1,0,4,2,0,0,0,0,4.26666666666667,NA,NA,NA,NA,NA,46.615101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,210610,145039,NA,363815,0.579,0.399,NA,NA,NA,NA
"2766",2013,"South Dakota","SD","Daugaard, Dennis",1,0,4,2,0,0,0,0,3.78333333333333,NA,NA,NA,NA,NA,44.177601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2767",2014,"South Dakota","SD","Daugaard, Dennis",1,0,4,2,0,1,0,0,3.40833333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,70549,195477,277403,0.7047,0.254319527907052,0.450380472092948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2768",2015,"South Dakota","SD","Daugaard, Dennis",2,0,4,2,1,0,0,0,3.11666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2769",2016,"South Dakota","SD","Daugaard, Dennis",2,0,4,2,1,0,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,227721,117458,20850,370093,0.615,0.317,0.056,NA,NA,NA
"2770",2017,"South Dakota","SD","Daugaard, Dennis",2,0,4,2,1,0,0,0,3.325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2771",1950,"Tennessee","TN","Browning, Gordon",1,1,2,0,0,1,0,0,NA,NA,NA,NA,NA,0.65321398,NA,NA,NA,0.7809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2772",1951,"Tennessee","TN","Browning, Gordon",2,1,2,0,0,0,0,0,NA,NA,NA,NA,NA,0.64703298,NA,NA,NA,0.7809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2773",1952,"Tennessee","TN","Browning, Gordon",2,1,2,0,0,1,0,0,NA,NA,NA,NA,NA,0.640508,NA,NA,NA,0.79369998,NA,NA,NA,NA,NA,NA,NA,NA,446147,443710,NA,892553,0.5,0.497,NA,NA,NA,NA
"2774",1953,"Tennessee","TN","Clement, Frank G.",1,1,2,0,0,0,0,1,NA,NA,NA,NA,NA,0.63398302,NA,NA,NA,0.79369998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2775",1954,"Tennessee","TN","Clement, Frank G.",1,1,4,0,0,1,0,1,NA,NA,NA,NA,NA,0.62218302,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2776",1955,"Tennessee","TN","Clement, Frank G.",2,1,4,1,1,0,0,1,NA,NA,NA,NA,NA,0.61038399,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2777",1956,"Tennessee","TN","Clement, Frank G.",2,1,4,1,1,0,0,1,NA,NA,NA,NA,NA,0.60127801,NA,NA,43.963001,1,NA,NA,NA,NA,NA,NA,NA,NA,462288,456507,NA,939404,0.492,0.486,NA,NA,NA,NA
"2778",1957,"Tennessee","TN","Clement, Frank G.",2,1,4,1,1,0,0,1,NA,NA,NA,NA,NA,0.59217203,NA,NA,45.845001,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2779",1958,"Tennessee","TN","Clement, Frank G.",2,1,4,1,1,1,0,1,NA,NA,NA,NA,NA,0.59879702,NA,NA,54.542999,0.87379998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2780",1959,"Tennessee","TN","Ellington, Buford",1,1,4,1,1,0,0,1,NA,NA,NA,NA,NA,0.60542101,NA,NA,50.104,0.87379998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2781",1960,"Tennessee","TN","Ellington, Buford",1,1,4,1,1,0,0,1,NA,0.081239,NA,NA,NA,0.612046,41.135101,NA,46.363998,0.87379998,NA,NA,NA,NA,NA,NA,NA,NA,556577,481453,NA,1051792,0.529,0.458,NA,NA,NA,NA
"2782",1961,"Tennessee","TN","Ellington, Buford",1,1,4,1,1,0,0,0,NA,0.084417,NA,NA,NA,0.618671,44.438499,NA,52.365002,0.87379998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2783",1962,"Tennessee","TN","Ellington, Buford",1,1,4,1,1,1,0,0,NA,0.087453999,NA,NA,NA,0.63022798,44.0075,NA,46.738998,0.75959998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2784",1963,"Tennessee","TN","Clement, Frank G.",3,1,4,1,1,0,0,0,NA,0.090421997,9055,NA,NA,0.64178503,41.658798,NA,42.973,0.75959998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2785",1964,"Tennessee","TN","Clement, Frank G.",3,1,4,1,1,0,0,0,NA,0.094462998,9758,9055,0.0776366648260629,0.65586698,41.167,NA,53.664001,0.75959998,NA,NA,NA,NA,NA,NA,0.39,0.54,508965,634947,NA,1143946,0.445,0.555,NA,0.448947368421053,0.361052631578947,1
"2786",1965,"Tennessee","TN","Clement, Frank G.",3,1,4,1,1,0,0,0,NA,0.100433,10820,9758,0.108833777413404,0.669949,33.584202,NA,54.216,0.75959998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2787",1966,"Tennessee","TN","Clement, Frank G.",3,1,4,1,1,1,0,0,NA,0.107792,11980,10820,0.10720887245841,0.67133802,31.115101,NA,52.813,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2788",1967,"Tennessee","TN","Ellington, Buford",2,1,4,1,1,0,0,0,NA,0.114163,12598,11980,0.0515859766277129,0.67272699,37.2122,NA,57.842999,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2789",1968,"Tennessee","TN","Ellington, Buford",2,1,4,1,1,0,0,0,NA,0.124169,13974,12598,0.109223686299413,0.71451998,25.6001,NA,58.227001,1,NA,NA,NA,NA,NA,NA,NA,NA,472592,351233,424792,1248617,0.378,0.281,0.34,NA,NA,NA
"2790",1969,"Tennessee","TN","Ellington, Buford",2,1,4,1,1,0,0,1,NA,0.136915,15167,13974,0.085372835265493,0.75631303,29.7778,NA,51.702,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2791",1970,"Tennessee","TN","Ellington, Buford",2,1,4,1,1,1,0,1,NA,0.148283,16100,15167,0.0615151315355706,0.83222097,27.9611,NA,55.626999,0.46950001,509521,575777,1108247,0.5195,0.45975400790618,0.0597459920938203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2792",1971,"Tennessee","TN","Dunn, Winfield",1,0,4,1,1,0,0,0,NA,0.158718,17867,16100,0.109751552795031,0.90812898,35.554298,NA,56.171001,0.46950001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2793",1972,"Tennessee","TN","Dunn, Winfield",1,0,4,1,1,0,0,0,NA,0.16900501,20326,17867,0.137628029327811,0.94110799,27.8123,NA,51.880001,0.46950001,NA,NA,NA,NA,NA,NA,NA,NA,813147,357293,NA,1201182,0.677,0.297,NA,NA,NA,NA
"2794",1973,"Tennessee","TN","Dunn, Winfield",1,0,4,1,1,0,0,0,NA,0.184736,23150,20326,0.138935353734134,0.974087,33.275799,NA,46.306999,0.46950001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2795",1974,"Tennessee","TN","Dunn, Winfield",1,0,4,1,1,1,0,0,NA,0.20675001,25106,23150,0.0844924406047516,0.93047702,30.216101,NA,44.931999,0.55879998,455467,576833,1040714,0.5543,0.437648575881558,0.116651424118442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2796",1975,"Tennessee","TN","Blanton, Ray",1,1,4,1,1,0,0,1,8.3000002,0.226192,26645,25106,0.0613000876284553,0.886868,39.1408,NA,44.84,0.55879998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2797",1976,"Tennessee","TN","Blanton, Ray",1,1,4,1,1,0,0,1,6,0.2427,30549,26645,0.146519046725464,0.83232898,37.492699,-0.095170997,43.923,0.55879998,NA,NA,NA,NA,NA,NA,NA,NA,633969,825879,NA,1476345,0.429,0.559,NA,NA,NA,NA
"2798",1977,"Tennessee","TN","Blanton, Ray",1,1,4,2,0,0,0,0,6.3000002,0.26151201,33598,30549,0.0998068676552424,0.77779001,37.5229,-0.015047,42.152,0.55879998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2799",1978,"Tennessee","TN","Blanton, Ray",1,1,4,2,0,1,0,0,5.8000002,0.284704,38182,33598,0.136436692660277,0.81827903,36.821098,-0.12578,42.57,0.44159999,523495,661959,1189695,0.5564,0.440024544105842,0.116375455894158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2800",1979,"Tennessee","TN","Alexander, Lamar",1,0,4,2,0,0,0,1,5.8000002,0.316553,42194,38182,0.105075690115761,0.85876697,40.451199,-0.168947,38.490002,0.44159999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2801",1980,"Tennessee","TN","Alexander, Lamar",1,0,4,2,0,0,0,1,7.1999998,0.355097,44972,42194,0.0658387448452387,0.90792203,39.249001,-0.16985799,37.445999,0.44159999,NA,NA,NA,NA,NA,NA,NA,NA,787761,783051,35991,1617616,0.487,0.484,0.022,NA,NA,NA
"2802",1981,"Tennessee","TN","Alexander, Lamar",1,0,4,2,0,0,0,0,9.1000004,0.39022201,50265,44972,0.117695454949746,0.95707703,42.007301,-0.25624001,37.745998,0.44159999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2803",1982,"Tennessee","TN","Alexander, Lamar",1,0,4,2,0,1,0,0,11.8,0.41322899,52045,50265,0.0354123147319207,0.95745498,42.314301,-0.23243,40.568001,0.4043,500937,737963,1238927,0.5956,0.404331328641639,0.191268671358361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2804",1983,"Tennessee","TN","Alexander, Lamar",2,0,4,2,1,0,0,0,11.5,0.42810199,57073,52045,0.0966087040061485,0.95783299,43.614601,-0.16192,43.813999,0.4043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2805",1984,"Tennessee","TN","Alexander, Lamar",2,0,4,2,1,0,0,0,8.6000004,0.44477299,63983,57073,0.121073011756873,0.95389599,48.610298,-0.079030998,43.310001,0.4043,NA,NA,NA,NA,NA,NA,NA,NA,990212,711714,NA,1711994,0.578,0.416,NA,NA,NA,NA
"2806",1985,"Tennessee","TN","Alexander, Lamar",2,0,4,2,1,0,0,0,8,0.460152,68426,63983,0.0694403200850227,0.94995898,45.5065,-0.243862,43.487,0.4043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2807",1986,"Tennessee","TN","Alexander, Lamar",2,0,4,2,1,1,0,0,9,0.47093299,73288,68426,0.0710548621868881,0.90727597,48.384201,-0.120925,45.000999,0.54259998,553449,656602,1210339,0.5425,0.457267757215127,0.0852322427848726,0.61,0.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2808",1987,"Tennessee","TN","McWherter, Ned R.",1,1,4,2,0,0,0,1,6.5999999,0.48908499,80715,73288,0.101339919222792,0.86459202,48.749401,-0.149831,46.188,0.54259998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2809",1988,"Tennessee","TN","McWherter, Ned R.",1,1,4,2,0,0,0,1,5.8000002,0.50888097,87356,80715,0.0822771479898408,0.82848603,52.4482,-0.211126,45.034,0.54259998,NA,NA,NA,NA,NA,NA,NA,NA,947233,679794,NA,1636250,0.579,0.415,NA,NA,NA,NA
"2810",1989,"Tennessee","TN","McWherter, Ned R.",1,1,4,2,0,0,0,1,5.0999999,0.53215301,91579,87356,0.0483424149457392,0.79237998,48.131401,-0.16137201,44.994999,0.54259998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2811",1990,"Tennessee","TN","McWherter, Ned R.",1,1,4,2,0,1,0,1,5.1999998,0.55769902,94087,91579,0.0273861911573614,0.79548103,45.139702,-0.18415,45.720001,0.6243,289348,480885,790441,0.6084,0.366058946841067,0.242341053158933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2812",1991,"Tennessee","TN","McWherter, Ned R.",2,1,4,2,1,0,0,1,6.5999999,0.575701,101208,94087,0.0756852700160491,0.79858202,43.880699,-0.211329,43.513,0.6243,NA,NA,NA,NA,NA,NA,0.39,0.52,NA,NA,NA,NA,NA,NA,NA,0.83,0.16,0
"2813",1992,"Tennessee","TN","McWherter, Ned R.",2,1,4,2,1,0,0,1,6.4000001,0.59390301,111660,101208,0.103272468579559,0.79663199,48.5639,-0.180112,40.338001,0.6243,NA,NA,NA,NA,NA,NA,0.52,0.44,841300,933521,199968,1982638,0.424,0.471,0.101,NA,NA,NA
"2814",1993,"Tennessee","TN","McWherter, Ned R.",2,1,4,2,1,0,0,0,5.6999998,0.610488,119568,111660,0.0708221386351424,0.79468298,43.014198,-0.068792,41.085999,0.6243,NA,NA,NA,NA,NA,NA,0.52,0.46,NA,NA,NA,NA,NA,NA,NA,0.463333333333333,0.476666666666667,1
"2815",1994,"Tennessee","TN","McWherter, Ned R.",2,1,4,2,1,1,0,0,4.8000002,0.62724,129895,119568,0.0863692626789776,0.83925802,33.354,-0.26529801,37.051998,0.4515,664243,807107,1487124,0.5427,0.446662820316261,0.0960371796837386,0.585,0.415,NA,NA,NA,NA,NA,NA,NA,0.38,0.55,1
"2816",1995,"Tennessee","TN","Sundquist, Don",1,0,4,2,0,0,0,1,5.1,0.64558601,137061,129895,0.0551676353978212,0.88383299,35.0453,-0.28133401,33.285999,0.4515,NA,NA,NA,NA,NA,NA,0.54,0.32,NA,NA,NA,NA,NA,NA,NA,0.325,0.665,1
"2817",1996,"Tennessee","TN","Sundquist, Don",1,0,4,2,0,0,0,1,5.1999998,0.66553199,143163,137061,0.044520323067831,0.92904001,32.024399,-0.212387,31.625,0.4515,NA,NA,NA,NA,NA,NA,0.566666666666667,0.36,863530,909146,105918,1894105,0.456,0.48,0.056,0.446666666666667,0.553333333333333,1
"2818",1997,"Tennessee","TN","Sundquist, Don",1,0,4,2,0,0,0,1,5.4000001,0.68274403,153561,143163,0.0726304981035604,0.97424603,35.1861,-0.21972699,32.808998,0.4515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2819",1998,"Tennessee","TN","Sundquist, Don",1,0,4,2,0,1,0,1,4.1999998,0.69496799,162908,153561,0.0608683194300637,0.983684,40.390701,-0.22593699,31.664,0.30050001,287750,669973,976236,0.6863,0.294754547056245,0.391545452943755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2820",1999,"Tennessee","TN","Sundquist, Don",2,0,4,2,1,0,0,1,4,0.71090102,172602,162908,0.0595059788346797,0.99312103,47.881699,-0.22302,31.120001,0.30050001,NA,NA,NA,NA,NA,NA,0.52,0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2821",2000,"Tennessee","TN","Sundquist, Don",2,0,4,2,1,0,0,1,3.9000001,0.73882401,177582,172602,0.0288525046059722,0.995547,32.942402,-0.18919,36.089001,0.30050001,NA,NA,NA,NA,NA,NA,0.41,0.57,1061949,981720,19781,2076181,0.511,0.473,0.01,0.5,0.47,1
"2822",2001,"Tennessee","TN","Sundquist, Don",2,0,4,2,1,0,0,0,4.5,0.75797302,183795,177582,0.0349866540527757,0.98421597,40.6199,-0.18352801,36.966999,0.30050001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2823",2002,"Tennessee","TN","Sundquist, Don",2,0,4,2,1,1,0,0,5.0999999,0.77222401,193102,183795,0.050637939008134,0.974253,38.757301,-0.103194,38.030998,0.51550001,786803,837284,1653167,0.5065,0.475936792834602,0.0305632071653982,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.683333333333333,0.276666666666667,0
"2824",2003,"Tennessee","TN","Bredesen, Phil",1,1,4,2,0,0,0,1,5.8000002,0.79174697,200599,193102,0.0388240411803089,0.93272197,44.529999,-0.29712299,37.431999,0.51550001,NA,NA,NA,NA,NA,NA,0.64,0.15,NA,NA,NA,NA,NA,NA,NA,0.56,0.385,0
"2825",2004,"Tennessee","TN","Bredesen, Phil",1,1,4,2,0,0,0,1,5.0999999,0.818106,213888,200599,0.0662465914585815,0.926229,40.497898,-0.31656399,36.648998,0.51550001,NA,NA,NA,NA,NA,NA,0.72,0.16,1384375,1036477,NA,2437319,0.568,0.425,NA,0.528333333333333,NA,0
"2826",2005,"Tennessee","TN","Bredesen, Phil",1,1,4,2,0,0,0,1,5.55833333333333,0.85025001,224522,213888,0.0497176092160383,0.91973603,42.750198,-0.38084799,31.511,0.51550001,NA,NA,NA,NA,NA,NA,0.50625,0.43125,NA,NA,NA,NA,NA,NA,NA,0.43875,0.5225,0
"2827",2006,"Tennessee","TN","Bredesen, Phil",1,1,4,2,0,1,0,1,5.225,0.883569,236554,224522,0.0535894032656044,0.94402403,37.726799,-0.32741699,32.84,0.69760001,540853,1247491,1818549,0.686,0.297409088234631,0.388590911765369,0.610666666666667,0.316666666666667,NA,NA,NA,NA,NA,NA,NA,0.406666666666667,0.5625,0
"2828",2007,"Tennessee","TN","Bredesen, Phil",2,1,4,2,1,0,0,1,4.66666666666667,0.91486901,242678,236554,0.0258883806657253,0.96831203,52.057201,-0.30143699,32.137001,0.69760001,NA,NA,NA,NA,NA,NA,0.63,0.185,NA,NA,NA,NA,NA,NA,NA,0.345,0.605,0
"2829",2008,"Tennessee","TN","Bredesen, Phil",2,1,4,2,1,0,0,1,6.625,0.95194399,247796,242678,0.0210896743833393,0.96324402,47.780499,-0.30659601,32.486,0.69760001,NA,NA,NA,NA,NA,NA,0.64,0.18,1479178,1087437,NA,2599749,0.569,0.418,NA,0.35,0.61,0
"2830",2009,"Tennessee","TN","Bredesen, Phil",2,1,4,2,1,0,0,0,10.4583333333333,0.94867599,243849,247796,-0.0159284249947538,0.95817602,44.102001,-0.30403501,31.433001,0.69760001,NA,NA,NA,NA,NA,NA,0.54,0.21,NA,NA,NA,NA,NA,NA,NA,0.495,0.375,1
"2831",2010,"Tennessee","TN","Bredesen, Phil",2,1,4,2,1,1,0,0,9.63333333333333,0.96140802,254806,243849,0.0449335449396964,0.97059101,32.064301,-0.362115,33.977001,0.33719999,529851,1041545,1601549,0.6503,0.330836583832277,0.319463416167723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2832",2011,"Tennessee","TN","Haslam, Bill",1,0,4,2,0,0,0,0,8.96666666666667,NA,NA,254806,NA,NA,34.1119,-0.239666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2833",2012,"Tennessee","TN","Haslam, Bill",1,0,4,2,0,0,0,0,7.825,NA,NA,NA,NA,NA,37.828201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1462330,960709,NA,2458577,0.595,0.391,NA,NA,NA,NA
"2834",2013,"Tennessee","TN","Haslam, Bill",1,0,4,2,0,0,0,0,7.73333333333333,NA,NA,NA,NA,NA,37.737499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
